"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Dumbbell Row",,"",2,"normal",12.5,8,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Dumbbell Row",,"",3,"normal",12.5,6,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Chest Fly (Dumbbell)",,"",0,"normal",2.5,6,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Chest Fly (Dumbbell)",,"",1,"normal",2.5,4,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,12,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Skullcrusher (Dumbbell)",,"",1,"normal",2.5,10,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Front Raise (Dumbbell)",,"",0,"normal",2.5,14,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Front Raise (Dumbbell)",,"",1,"normal",2.5,15,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Upright Row (Dumbbell)",,"",0,"normal",2.5,10,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,10,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,6,,,
"Upper body","16 Jun 2025, 20:19","16 Jun 2025, 21:05","","Elliptical Trainer",,"",0,"normal",,,0.75,720,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Leg Press (Machine)",,"",0,"normal",110,10,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Leg Press (Machine)",,"",1,"normal",90,10,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Leg Press (Machine)",,"",2,"normal",90,10,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Seated Leg Curl (Machine)",,"",0,"normal",7,10,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Seated Leg Curl (Machine)",,"",1,"normal",7,10,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Seated Leg Curl (Machine)",,"",2,"normal",7,8,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Lying Leg Curl (Machine)",,"",0,"normal",5,5,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Lying Leg Curl (Machine)",,"",1,"normal",4,10,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Lying Leg Curl (Machine)",,"",2,"normal",4,6,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Goblet Squat",,"",0,"normal",12.5,12,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Goblet Squat",,"",1,"normal",12.5,12,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Standing Calf Raise (Dumbbell)",,"",0,"normal",12.5,20,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Standing Calf Raise (Dumbbell)",,"",1,"normal",12.5,20,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Standing Calf Raise (Dumbbell)",,"",2,"normal",12.5,20,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Romanian Deadlift (Dumbbell)",,"",0,"normal",12.5,8,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Romanian Deadlift (Dumbbell)",,"",1,"normal",12.5,6,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Hip Abduction (Machine)",,"",0,"normal",60,8,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Hip Abduction (Machine)",,"",1,"normal",60,6,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Hip Adduction (Machine)",,"",0,"normal",45,12,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Hip Adduction (Machine)",,"",1,"normal",60,4,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Hip Adduction (Machine)",,"",2,"normal",45,8,,,
"Lower body","15 Jun 2025, 12:30","15 Jun 2025, 13:23","","Treadmill",,"",0,"normal",,,0.86,810,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Lat Pulldown (Cable)",,"",0,"normal",6,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Lat Pulldown (Cable)",,"",1,"normal",7,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Lat Pulldown (Cable)",,"",2,"normal",7,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Lat Pulldown (Cable)",,"",3,"normal",7,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Seated Cable Row - Bar Grip",,"",0,"normal",6,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Seated Cable Row - Bar Grip",,"",1,"normal",6,8,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Seated Cable Row - Bar Grip",,"",2,"normal",6,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Bench Press (Dumbbell)",,"",0,"normal",7.5,7,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Bench Press (Dumbbell)",,"",1,"normal",7.5,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Bench Press (Dumbbell)",,"",2,"normal",7.5,4,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Dumbbell Row",,"",0,"normal",7.5,16,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Dumbbell Row",,"",1,"normal",7.5,14,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Dumbbell Row",,"",2,"normal",7.5,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Chest Fly (Dumbbell)",,"",0,"normal",2.5,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Chest Fly (Dumbbell)",,"",1,"normal",2.5,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Chest Fly (Dumbbell)",,"",2,"normal",2.5,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Skullcrusher (Dumbbell)",,"",1,"normal",2.5,10,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Skullcrusher (Dumbbell)",,"",2,"normal",2.5,6,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Front Raise (Dumbbell)",,"",0,"normal",2.5,12,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Front Raise (Dumbbell)",,"",1,"normal",2.5,12,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Front Raise (Dumbbell)",,"",2,"normal",2.5,12,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Upright Row (Dumbbell)",,"",0,"normal",2.5,8,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Upright Row (Dumbbell)",,"",1,"normal",2.5,8,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,8,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,8,,,
"Upper body","13 Jun 2025, 17:44","13 Jun 2025, 18:57","","Elliptical Trainer",,"",0,"normal",,,2,1080,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Leg Press (Machine)",,"",0,"normal",110,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Leg Press (Machine)",,"",1,"normal",110,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Leg Press (Machine)",,"",2,"normal",110,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Leg Press (Machine)",,"",3,"normal",110,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Seated Leg Curl (Machine)",,"",0,"normal",7,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Seated Leg Curl (Machine)",,"",1,"normal",7,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Seated Leg Curl (Machine)",,"",2,"normal",7,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Seated Leg Curl (Machine)",,"",3,"normal",7,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Lying Leg Curl (Machine)",,"",0,"normal",5,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Lying Leg Curl (Machine)",,"",1,"normal",5,5,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Lying Leg Curl (Machine)",,"",2,"normal",4,5,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Goblet Squat",,"",0,"normal",12.5,12,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Goblet Squat",,"",1,"normal",12.5,12,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Goblet Squat",,"",2,"normal",12.5,12,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Standing Calf Raise (Dumbbell)",,"",0,"normal",12.5,25,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Standing Calf Raise (Dumbbell)",,"",1,"normal",12.5,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Romanian Deadlift (Dumbbell)",,"",0,"normal",7.5,8,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Romanian Deadlift (Dumbbell)",,"",1,"normal",7.5,8,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Romanian Deadlift (Dumbbell)",,"",2,"normal",7.5,8,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Hip Abduction (Machine)",,"",0,"normal",45,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Hip Abduction (Machine)",,"",1,"normal",60,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Hip Abduction (Machine)",,"",2,"normal",60,8,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Hip Adduction (Machine)",,"",0,"normal",45,10,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Hip Adduction (Machine)",,"",1,"normal",45,12,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Hip Adduction (Machine)",,"",2,"normal",60,12,,,
"Lower body","11 Jun 2025, 20:14","11 Jun 2025, 21:06","","Treadmill",,"",0,"normal",,,0.3,300,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",0,"normal",5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",1,"normal",6,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",2,"normal",7,6,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",3,"normal",7,6,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",4,"normal",7,4,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Seated Cable Row - Bar Grip",,"",0,"normal",5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Seated Cable Row - Bar Grip",,"",1,"normal",5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Seated Cable Row - Bar Grip",,"",2,"normal",5,8,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Bench Press (Dumbbell)",,"",0,"normal",12.5,6,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Bench Press (Dumbbell)",,"",1,"normal",12.5,4,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Bench Press (Dumbbell)",,"",2,"normal",12.5,3,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Dumbbell Row",,"",0,"normal",12.5,12,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Dumbbell Row",,"",1,"normal",12.5,14,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Dumbbell Row",,"",2,"normal",12.5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Chest Fly (Dumbbell)",,"",0,"normal",2.5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Chest Fly (Dumbbell)",,"",1,"normal",2.5,4,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Chest Fly (Dumbbell)",,"",2,"normal",2.5,4,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Skullcrusher (Dumbbell)",,"",1,"normal",2.5,4,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Skullcrusher (Dumbbell)",,"",2,"normal",2.5,4,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Front Raise (Dumbbell)",,"",0,"normal",2.5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Front Raise (Dumbbell)",,"",1,"normal",2.5,10,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Front Raise (Dumbbell)",,"",2,"normal",2.5,8,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,8,,,
"Upper body","9 Jun 2025, 20:29","9 Jun 2025, 21:09","","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,5,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Leg Press (Machine)",,"",0,"normal",110,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Leg Press (Machine)",,"",1,"normal",110,4,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Leg Press (Machine)",,"",2,"normal",110,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Leg Press (Machine)",,"",3,"normal",90,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Seated Leg Curl (Machine)",,"",0,"normal",6,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Seated Leg Curl (Machine)",,"",1,"normal",6,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Seated Leg Curl (Machine)",,"",2,"normal",6,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Seated Leg Curl (Machine)",,"",3,"normal",7,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Lying Leg Curl (Machine)",,"",0,"normal",5,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Lying Leg Curl (Machine)",,"",1,"normal",5,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Lying Leg Curl (Machine)",,"",2,"normal",5,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Goblet Squat",,"",0,"normal",12.5,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Goblet Squat",,"",1,"normal",12.5,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Goblet Squat",,"",2,"normal",12.5,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Romanian Deadlift (Dumbbell)",,"",0,"normal",12.5,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Romanian Deadlift (Dumbbell)",,"",1,"normal",12.5,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Standing Calf Raise (Dumbbell)",,"",0,"normal",12.5,20,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Standing Calf Raise (Dumbbell)",,"",1,"normal",12.5,20,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Standing Calf Raise (Dumbbell)",,"",2,"normal",12.5,20,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Hip Abduction (Machine)",,"",0,"normal",30,6,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Hip Abduction (Machine)",,"",1,"normal",30,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Hip Abduction (Machine)",,"",2,"normal",30,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Hip Adduction (Machine)",,"",0,"normal",30,10,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Hip Adduction (Machine)",,"",1,"normal",45,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Hip Adduction (Machine)",,"",2,"normal",45,8,,,
"Lower body","8 Jun 2025, 14:38","8 Jun 2025, 15:42","","Treadmill",,"",0,"normal",,,1.35,1320,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Lat Pulldown (Cable)",,"",0,"normal",6,10,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Lat Pulldown (Cable)",,"",1,"normal",6,8,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Lat Pulldown (Cable)",,"",2,"normal",6,7,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Seated Cable Row - Bar Grip",,"",0,"normal",6,4,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Seated Cable Row - Bar Grip",,"",1,"normal",5,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Seated Cable Row - Bar Grip",,"",2,"normal",5,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Butterfly (Pec Deck)",,"",0,"normal",55,3,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Butterfly (Pec Deck)",,"",1,"normal",40,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Butterfly (Pec Deck)",,"",2,"normal",40,4,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Rear Delt Reverse Fly (Machine)",,"",1,"normal",25,3,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Rear Delt Reverse Fly (Machine)",,"",2,"normal",10,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Rear Delt Reverse Fly (Machine)",,"",3,"normal",10,4,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Bench Press (Dumbbell)",,"",0,"normal",5,8,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Bench Press (Dumbbell)",,"",1,"normal",5,8,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Bench Press (Dumbbell)",,"",2,"normal",5,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,6,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Skullcrusher (Dumbbell)",,"",1,"normal",2.5,4,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Skullcrusher (Dumbbell)",,"",2,"normal",2.5,5,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Chest Fly (Dumbbell)",,"",0,"normal",2.5,3,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Dumbbell Row",,"",0,"normal",5,8,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Dumbbell Row",,"",1,"normal",5,8,,,
"Upper body","7 Jun 2025, 12:45","7 Jun 2025, 13:31","Leaving some gas in the tank for household chores that are gonna need some heavy lifting!","Dumbbell Row",,"",2,"normal",5,8,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Leg Press (Machine)",,"",0,"normal",90,10,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Leg Press (Machine)",,"",1,"normal",90,10,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Leg Press (Machine)",,"",2,"normal",90,12,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Leg Press (Machine)",,"",3,"normal",90,12,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Seated Leg Curl (Machine)",,"",0,"normal",6,8,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Seated Leg Curl (Machine)",,"",1,"normal",6,8,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Seated Leg Curl (Machine)",,"",2,"normal",6,10,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Seated Leg Curl (Machine)",,"",3,"normal",6,8,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Lying Leg Curl (Machine)",,"",0,"normal",4,10,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Lying Leg Curl (Machine)",,"",1,"normal",4,8,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Lying Leg Curl (Machine)",,"",2,"normal",4,8,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Goblet Squat",,"",0,"normal",10,10,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Goblet Squat",,"",1,"normal",10,10,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Goblet Squat",,"",2,"normal",10,14,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Standing Calf Raise (Dumbbell)",,"",0,"normal",12.5,14,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Standing Calf Raise (Dumbbell)",,"",1,"normal",12.5,14,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Standing Calf Raise (Dumbbell)",,"",2,"normal",12.5,16,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Romanian Deadlift (Dumbbell)",,"",0,"normal",12.5,6,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Romanian Deadlift (Dumbbell)",,"",1,"normal",12.5,6,,,
"Lower body","5 Jun 2025, 20:05","5 Jun 2025, 21:00","I can really feel my strength going despite working out consistently for the last 3 months. It's great!","Treadmill",,"",0,"normal",,,0.7,780,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Overhead Press (Dumbbell)",,"",0,"normal",5,10,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Overhead Press (Dumbbell)",,"",1,"normal",5,8,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Overhead Press (Dumbbell)",,"",2,"normal",5,8,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Overhead Press (Dumbbell)",,"",3,"normal",5,5,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Overhead Press (Dumbbell)",,"",4,"normal",5,3,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Bent Over Row (Dumbbell)",,"",0,"normal",5,10,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Bent Over Row (Dumbbell)",,"",1,"normal",7.5,10,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Bent Over Row (Dumbbell)",,"",2,"normal",7.5,10,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Front Raise (Dumbbell)",,"",0,"normal",2.5,8,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Front Raise (Dumbbell)",,"",1,"normal",2.5,8,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Front Raise (Dumbbell)",,"",2,"normal",2.5,10,,,
"Upper body","3 Jun 2025, 20:28","3 Jun 2025, 21:07","","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,8,,,
